XS,PKDWDM,JXBMC,WID,TXKCLB_DISPLAY,XXXQDM,XGXKLBDM_DISPLAY,XKZRS,SKZC,PKZTDM,SKJS,YPSJDD,XF,PKDWDM_DISPLAY,SFXGXK_DISPLAY,KCFL1_DISPLAY,SKXQ,XNXQDM,TKJG,JXBID,SKBJ,SFTK,XXXQDM_DISPLAY,XNXQDM_DISPLAY,KXH,SKJAS,SYXS,SFTK_DISPLAY,XGXKLBDM,KCFL1,KTJSXS,TXKCLB,KCSJXS,SFXGXK,KCM,JXLDM,SKJC,JXLDM_DISPLAY,KCH
48.0,400290,马克思主义基本原理概论(20201-00000010-1),202010000001095076,思政课,3,,88,4-17周,0,王锁明,4-17周 周一 第9节-第11节 仙Ⅱ-212,3.0,马克思主义学院,否,,周一,2020-2021-1,,202010000001095076,2020*社会科学试验班*社会科学试验班,0,仙林校区,2020-2021学年 第1学期,95076,仙Ⅱ-212,,否,,,32,00,16,0,马克思主义基本原理概论,12,第9节-第11节,仙II区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-2),202010000001095079,思政课,3,,80,4-17周,0,王锁明,4-17周 周二 第9节-第11节 仙Ⅱ-212,3.0,马克思主义学院,否,,周二,2020-2021-1,,202010000001095079,"2020政府管理学院行政管理（运动员班）,2020*社会科学试验班*社会科学试验班",0,仙林校区,2020-2021学年 第1学期,95079,仙Ⅱ-212,,否,,,32,00,16,0,马克思主义基本原理概论,12,第9节-第11节,仙II区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-3),202010000001095085,思政课,3,,140,4-17周,0,仰海锐,4-17周 周二 第9节-第11节 逸B-105,3.0,马克思主义学院,否,,周二,2020-2021-1,,202010000001095085,2020*社会科学试验班*社会科学试验班,0,仙林校区,2020-2021学年 第1学期,95085,逸B-105,,否,,,32,00,16,0,马克思主义基本原理概论,16,第9节-第11节,逸夫楼B区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-4),202010000001095087,思政课,3,,96,"4-17周,5-17周(单)",0,曹永红,"4-17周 周一 第7节-第8节 仙Ⅱ-112,5-17周(单) 周二 第7节-第8节 仙Ⅱ-112",3.0,马克思主义学院,否,,"周一,周二",2020-2021-1,,202010000001095087,2020*经济管理试验班*经济管理试验班,0,仙林校区,2020-2021学年 第1学期,95087,"仙Ⅱ-112,仙Ⅱ-112",,否,,,32,00,16,0,马克思主义基本原理概论,12,"第7节-第8节,第7节-第8节",仙II区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-5),202010000001095088,思政课,3,,119,"4-17周,5-17周(单)",0,曹永红,"4-17周 周一 第9节-第10节 仙Ⅱ-404,5-17周(单) 周二 第9节-第10节 仙Ⅱ-305",3.0,马克思主义学院,否,,"周一,周二",2020-2021-1,,202010000001095088,2020*经济管理试验班*经济管理试验班,0,仙林校区,2020-2021学年 第1学期,95088,"仙Ⅱ-404,仙Ⅱ-305",,否,,,32,00,16,0,马克思主义基本原理概论,12,"第9节-第10节,第9节-第10节",仙II区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-6),202010000001095123,思政课,3,,95,4-17周,0,郭云峰,4-17周 周一 第5节-第7节 逸B-313,3.0,马克思主义学院,否,,周一,2020-2021-1,,202010000001095123,2020*经济管理试验班*经济管理试验班,0,仙林校区,2020-2021学年 第1学期,95123,逸B-313,,否,,,32,00,16,0,马克思主义基本原理概论,16,第5节-第7节,逸夫楼B区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-7),202010000001095124,思政课,3,,118,4-17周,0,郭云峰,4-17周 周二 第5节-第7节 逸B-313,3.0,马克思主义学院,否,,周二,2020-2021-1,,202010000001095124,2020*经济管理试验班*经济管理试验班,0,仙林校区,2020-2021学年 第1学期,95124,逸B-313,,否,,,32,00,16,0,马克思主义基本原理概论,16,第5节-第7节,逸夫楼B区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-8),202010000001095125,思政课,3,,90,1-17周,0,陈建,1-17周 周一 第9节-第11节 逸B-405,3.0,马克思主义学院,否,,周一,2020-2021-1,,202010000001095125,"2018大气科学学院大气科学,2018大气科学学院应用气象学",0,仙林校区,2020-2021学年 第1学期,95125,逸B-405,,否,,,32,00,16,0,马克思主义基本原理概论,16,第9节-第11节,逸夫楼B区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-9),202010000001095127,思政课,3,,21,1-17周,0,周春梅,1-17周 周二 第9节-第11节 仙Ⅱ-105,3.0,马克思主义学院,否,,周二,2020-2021-1,,202010000001095127,2019人工智能学院人工智能,0,仙林校区,2020-2021学年 第1学期,95127,仙Ⅱ-105,,否,,,32,00,16,0,马克思主义基本原理概论,12,第9节-第11节,仙II区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-10),202010000001095128,思政课,3,,119,4-17周,0,周春梅,4-17周 周一 第9节-第11节 仙Ⅱ-303,3.0,马克思主义学院,否,,周一,2020-2021-1,,202010000001095128,"2020医学院口腔医学,2020医学院临床医学",0,仙林校区,2020-2021学年 第1学期,95128,仙Ⅱ-303,,否,,,32,00,16,0,马克思主义基本原理概论,12,第9节-第11节,仙II区,00000010
48.0,400290,马克思主义基本原理概论(20201-00000010-11),202010000001095129,思政课,3,,96,"4-17周,5-17周(单)",0,李乾坤,"4-17周 周一 第5节-第6节 逸B-507,5-17周(单) 周三 第5节-第6节 逸B-507",3.0,马克思主义学院,否,,"周一,周三",2020-2021-1,,202010000001095129,"2020文学院汉语言文学,2020文学院汉语言文学（古文字学方向）（强基计划）,2020文学院戏剧影视文学",0,仙林校区,2020-2021学年 第1学期,95129,"逸B-507,逸B-507",,否,,,32,00,16,0,马克思主义基本原理概论,16,"第5节-第6节,第5节-第6节",逸夫楼B区,00000010
