XS,PKDWDM,JXBMC,WID,TXKCLB_DISPLAY,XXXQDM,XGXKLBDM_DISPLAY,XKZRS,SKZC,PKZTDM,SKJS,YPSJDD,XF,PKDWDM_DISPLAY,SFXGXK_DISPLAY,KCFL1_DISPLAY,SKXQ,XNXQDM,TKJG,JXBID,SKBJ,SFTK,XXXQDM_DISPLAY,XNXQDM_DISPLAY,KXH,SKJAS,SYXS,SFTK_DISPLAY,XGXKLBDM,KCFL1,KTJSXS,TXKCLB,KCSJXS,SFXGXK,KCM,JXLDM,SKJC,JXLDM_DISPLAY,KCH
32.0,400230,自然辩证法(20112-000001-1),2011200000146290,,1,,131,1-18周,0,"刘鹏,蔡仲",1-18周 周三 第9节-第11节 教201,2.0,医学院,否,,周三,2011-2012-2,,2011200000146290,"2009医学院临床医学,2009医学院口腔医学",0,鼓楼校区,2011-2012学年 第2学期,46290,教201,,否,,,,,,0,自然辩证法,1,第9节-第11节,教学楼,000001
48.0,400080,马克思主义基本原理概论(20112-000010-1),2011200001045737,,3,,108,"1-18周,1-18周",0,王培暄,"1-18周 周三 第7节-第8节 逸B-410,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周三,自由时间",2011-2012-2,,2011200001045737,,0,仙林校区,2011-2012学年 第2学期,45737,"逸B-410,无",,否,,,,,,0,马克思主义基本原理概论,16,"第7节-第8节,自由时间",逸夫楼B区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-2),2011200001045743,,3,,137,"1-18周,1-18周",0,王培暄,"1-18周 周三 第3节-第4节 图书馆125,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周三,自由时间",2011-2012-2,,2011200001045743,"2011政府管理学院公共管理类,2011政府管理学院行政管理（运动员班）",0,仙林校区,2011-2012学年 第2学期,45743,"无,无",,否,,,,,,0,马克思主义基本原理概论,,"第3节-第4节,自由时间",,000010
48.0,400080,马克思主义基本原理概论(20112-000010-3),2011200001045752,,3,,111,"1-18周,1-18周",0,王培暄,"1-18周 周三 第5节-第6节 逸B-104,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周三,自由时间",2011-2012-2,,2011200001045752,"2010社会学院社会学,2010海外教育学院海外教育类,2010社会学院应用心理学,2010社会学院社会工作",0,仙林校区,2011-2012学年 第2学期,45752,"逸B-104,无",,否,,,,,,0,马克思主义基本原理概论,16,"第5节-第6节,自由时间",逸夫楼B区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-4),2011200001045756,,3,,66,"1-18周,1-18周",0,陈建,"1-18周 周五 第5节-第6节 逸B-302,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周五,自由时间",2011-2012-2,,2011200001045756,"2010历史学院历史学,2010历史学院考古学（文物鉴定方向）,2010历史学院考古学",0,仙林校区,2011-2012学年 第2学期,45756,"逸B-302,无",,否,,,,,,0,马克思主义基本原理概论,16,"第5节-第6节,自由时间",逸夫楼B区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-5),2011200001045774,,3,,115,"1-18周,1-18周",0,陈建,"1-18周 周五 第3节-第4节 环科楼B-112,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周五,自由时间",2011-2012-2,,2011200001045774,2010法学院法学类,0,仙林校区,2011-2012学年 第2学期,45774,"环科楼B-112,无",,否,,,,,,0,马克思主义基本原理概论,111,"第3节-第4节,自由时间",环科楼,000010
48.0,400080,马克思主义基本原理概论(20112-000010-6),2011200001045780,,3,,138,"1-18周,1-18周",0,陈建,"1-18周 周五 第1节-第2节 仙Ⅰ-524,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周五,自由时间",2011-2012-2,,2011200001045780,"2010文学院戏剧影视文学,2010文学院汉语言文学（拔尖计划）",0,仙林校区,2011-2012学年 第2学期,45780,"仙Ⅰ-524,无",,否,,,,,,0,马克思主义基本原理概论,11,"第1节-第2节,自由时间",仙I区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-7),2011200001045997,,3,,97,"1-18周,1-18周",0,周建国,"1-18周 周四 第5节-第6节 仙Ⅱ-405,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周四,自由时间",2011-2012-2,,2011200001045997,,0,仙林校区,2011-2012学年 第2学期,45997,"仙Ⅱ-405,无",,否,,,,,,0,马克思主义基本原理概论,12,"第5节-第6节,自由时间",仙II区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-8),2011200001045998,,3,,118,"1-18周,1-18周",0,周建国,"1-18周 周四 第7节-第8节 仙Ⅱ-405,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周四,自由时间",2011-2012-2,,2011200001045998,,0,仙林校区,2011-2012学年 第2学期,45998,"仙Ⅱ-405,无",,否,,,,,,0,马克思主义基本原理概论,12,"第7节-第8节,自由时间",仙II区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-9),2011200001046131,,3,,92,"1-18周,1-18周",0,王锁明,"1-18周 周三 第3节-第4节 仙Ⅱ-110,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周三,自由时间",2011-2012-2,,2011200001046131,"2010商学院会计学,2010商学院电子商务,2010商学院财务管理",0,仙林校区,2011-2012学年 第2学期,46131,"仙Ⅱ-110,无",,否,,,,,,0,马克思主义基本原理概论,12,"第3节-第4节,自由时间",仙II区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-10),2011200001046134,,3,,119,"1-18周,1-18周",0,王锁明,"1-18周 周三 第1节-第2节 仙Ⅱ-303,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周三,自由时间",2011-2012-2,,2011200001046134,"2010商学院工商管理,2010商学院工商管理（人力资源管理方向）,2010商学院市场营销",0,仙林校区,2011-2012学年 第2学期,46134,"仙Ⅱ-303,无",,否,,,,,,0,马克思主义基本原理概论,12,"第1节-第2节,自由时间",仙II区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-11),2011200001046136,,3,,111,"1-18周,1-18周",0,王锁明,"1-18周 周三 第5节-第6节 仙Ⅱ-304,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周三,自由时间",2011-2012-2,,2011200001046136,"2010新闻传播学院新闻学,2010新闻传播学院广播电视新闻学,2010新闻传播学院广告学",0,仙林校区,2011-2012学年 第2学期,46136,"仙Ⅱ-304,无",,否,,,,,,0,马克思主义基本原理概论,12,"第5节-第6节,自由时间",仙II区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-12),2011200001046406,,3,,35,"1-18周,1-18周",0,孙亚忠,"1-18周 周三 第3节-第4节 逸B-304,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周三,自由时间",2011-2012-2,,2011200001046406,2010哲学学院哲学,0,仙林校区,2011-2012学年 第2学期,46406,"逸B-304,无",,否,,,,,,0,马克思主义基本原理概论,16,"第3节-第4节,自由时间",逸夫楼B区,000010
48.0,400080,马克思主义基本原理概论(20112-000010-13),2011200001046408,,3,,123,"1-18周,1-18周",0,曹永红,"1-18周 周四 第3节-第4节 仙Ⅰ-524,1-18周 自由时间 - ",3.0,政府管理学院,否,,"周四,自由时间",2011-2012-2,,2011200001046408,"2010商学院经济学,2010商学院国际经济与贸易",0,仙林校区,2011-2012学年 第2学期,46408,"仙Ⅰ-524,无",,否,,,,,,0,马克思主义基本原理概论,11,"第3节-第4节,自由时间",仙I区,000010
