XS,PKDWDM,JXBMC,WID,TXKCLB_DISPLAY,XXXQDM,XGXKLBDM_DISPLAY,XKZRS,SKZC,PKZTDM,SKJS,YPSJDD,XF,PKDWDM_DISPLAY,SFXGXK_DISPLAY,KCFL1_DISPLAY,SKXQ,XNXQDM,TKJG,JXBID,SKBJ,SFTK,XXXQDM_DISPLAY,XNXQDM_DISPLAY,KXH,SKJAS,SYXS,SFTK_DISPLAY,XGXKLBDM,KCFL1,KTJSXS,TXKCLB,KCSJXS,SFXGXK,KCM,JXLDM,SKJC,JXLDM_DISPLAY,KCH
48.0,400290,马克思主义基本原理概论(20172-00000010-1),201720000001079326,思政课,3,,129,"1-16周,2-16周(双)",0,王培暄,"2-16周(双) 周三 第7节-第8节 ,1-16周 周四 第9节-第10节 仙Ⅱ-304",3.0,马克思主义学院,否,,"周四,周三",2017-2018-2,,201720000001079326,"2016商学院经济学,2016商学院经济学（产业经济方向）,2016商学院国际经济与贸易",0,仙林校区,2017-2018学年 第2学期,79326,"仙Ⅱ-304,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,12,"第9节-第10节,第7节-第8节",仙II区,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-2),201720000001079327,思政课,3,,100,"1-16周,2-16周(双)",0,王培暄,"1-16周 周一 第5节-第6节 逸B-313,2-16周(双) 周三 第7节-第8节 ",3.0,马克思主义学院,否,,"周一,周三",2017-2018-2,,201720000001079327,"2016商学院金融学,2016商学院金融工程,2016商学院保险学",0,仙林校区,2017-2018学年 第2学期,79327,"逸B-313,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,16,"第5节-第6节,第7节-第8节",逸夫楼B区,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-3),201720000001079328,思政课,3,,78,"1-16周,2-16周(双)",0,王培暄,"1-16周 周四 第5节-第6节 逸A-322,2-16周(双) 周三 第7节-第8节 ",3.0,马克思主义学院,否,,"周四,周三",2017-2018-2,,201720000001079328,"2016历史学院历史学,2016海外教育学院汉语国际教育,2016历史学院考古学（文物鉴定方向）,2016历史学院考古学",0,仙林校区,2017-2018学年 第2学期,79328,"逸A-322,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,15,"第5节-第6节,第7节-第8节",逸夫楼A区,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-4),201720000001079367,思政课,1,,149,"1-16周,2-16周(双)",0,王锁明,"2-16周(双) 周三 第7节-第8节 ,1-16周 周一 第9节-第10节 教213",3.0,马克思主义学院,否,,"周一,周三",2017-2018-2,,201720000001079367,"2013医学院临床医学,2015医学院口腔医学（5+3）,2015医学院临床医学（5+3）,2014医学院口腔医学,2014医学院临床医学,2013医学院口腔医学",0,鼓楼校区,2017-2018学年 第2学期,79367,"教213,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,1,"第9节-第10节,第7节-第8节",教学楼,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-5),201720000001079373,思政课,1,,129,"1-16周,2-16周(双)",0,王锁明,"2-16周(双) 周三 第7节-第8节 ,1-16周 周二 第9节-第10节 教213",3.0,马克思主义学院,否,,"周二,周三",2017-2018-2,,201720000001079373,"2013医学院临床医学,2015医学院口腔医学（5+3）,2015医学院临床医学（5+3）,2014医学院口腔医学,2014医学院临床医学,2013医学院口腔医学",0,鼓楼校区,2017-2018学年 第2学期,79373,"教213,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,1,"第9节-第10节,第7节-第8节",教学楼,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-6),201720000001079375,思政课,3,,14,"1-16周,2-16周(双)",0,王锁明,"1-16周 周三 第5节-第6节 仙Ⅰ-317,2-16周(双) 周三 第7节-第8节 ",3.0,马克思主义学院,否,,"周三,周三",2017-2018-2,,201720000001079375,"2016社会学院社会学,2016社会学院应用心理学,2016社会学院社会工作",0,仙林校区,2017-2018学年 第2学期,79375,"仙Ⅰ-317,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,11,"第5节-第6节,第7节-第8节",仙I区,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-7),201720000001079401,思政课,3,,102,"1-16周,2-16周(双)",0,郭云峰,"1-16周 周二 第3节-第4节 逸B-405,2-16周(双) 周三 第7节-第8节 ",3.0,马克思主义学院,否,,"周二,周三",2017-2018-2,,201720000001079401,"2016法学院法学,2016法学院法学（运动员班）",0,仙林校区,2017-2018学年 第2学期,79401,"逸B-405,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,16,"第3节-第4节,第7节-第8节",逸夫楼B区,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-8),201720000001079402,思政课,3,,119,"1-16周,2-16周(双)",0,郭云峰,"1-16周 周四 第3节-第4节 图书馆125,2-16周(双) 周三 第7节-第8节 ",3.0,马克思主义学院,否,,"周四,周三",2017-2018-2,,201720000001079402,2017*理科试验班（地球科学与资源环境类）*地球科学与资源环境类,0,仙林校区,2017-2018学年 第2学期,79402,"图书馆125,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,18,"第3节-第4节,第7节-第8节",图书馆,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-9),201720000001079405,思政课,3,,98,"1-16周,2-16周(双)",0,郭云峰,"1-16周 周四 第5节-第6节 仙Ⅱ-305,2-16周(双) 周三 第7节-第8节 ",3.0,马克思主义学院,否,,"周四,周三",2017-2018-2,,201720000001079405,,0,仙林校区,2017-2018学年 第2学期,79405,"仙Ⅱ-305,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,12,"第5节-第6节,第7节-第8节",仙II区,00000010
48.0,400290,马克思主义基本原理概论(20172-00000010-10),201720000001079406,思政课,3,,109,"1-16周,2-16周(双)",0,陈建,"1-16周 周三 第5节-第6节 仙Ⅱ-405,2-16周(双) 周三 第7节-第8节 ",3.0,马克思主义学院,否,,"周三,周三",2017-2018-2,,201720000001079406,"2016商学院会计学,2016商学院电子商务,2016商学院财务管理",0,仙林校区,2017-2018学年 第2学期,79406,"仙Ⅱ-405,自由地点",,否,,,32,00,16,0,马克思主义基本原理概论,12,"第5节-第6节,第7节-第8节",仙II区,00000010
