XS,PKDWDM,JXBMC,WID,TXKCLB_DISPLAY,XXXQDM,XGXKLBDM_DISPLAY,XKZRS,SKZC,PKZTDM,SKJS,YPSJDD,XF,PKDWDM_DISPLAY,SFXGXK_DISPLAY,KCFL1_DISPLAY,SKXQ,XNXQDM,TKJG,JXBID,SKBJ,SFTK,XXXQDM_DISPLAY,XNXQDM_DISPLAY,KXH,SKJAS,SYXS,SFTK_DISPLAY,XGXKLBDM,KCFL1,KTJSXS,TXKCLB,KCSJXS,SFXGXK,KCM,JXLDM,SKJC,JXLDM_DISPLAY,KCH
48.0,400290,马克思主义基本原理概论01班,2022202310000001001,思政课,3,,39,1-16周,0,尤歆惟,星期二 第9节-第11节 1-16周 逸B-306,3.0,马克思主义学院,是,,周二,2022-2023-1,,2022202310000001001,"2020大气科学学院应用气象学,2020大气科学学院大气科学",0,仙林校区,2022-2023学年 第1学期,01,逸B-306,,否,,,32,00,16,1,马克思主义基本原理概论,16,第9节-第11节,逸夫楼B区,00000010
48.0,400290,思想道德修养与法律基础01班,2022202310000002001,思政课,3,,89,1-16周,2,陆杰峰,星期二 第9节-第11节 1-16周 仙Ⅱ-403,3.0,马克思主义学院,是,理论类课程,周二,2022-2023-1,,2022202310000002001,"2020电子科学与工程学院电子信息科学与技术,2020电子科学与工程学院集成电路设计与集成系统,2020电子科学与工程学院微电子科学与工程,2020电子科学与工程学院通信工程",0,仙林校区,2022-2023学年 第1学期,01,仙Ⅱ-403,0.0,否,,1,48,00,0,1,思想道德修养与法律基础,12,第9节-第11节,仙II区,00000020
48.0,400290,思想道德修养与法律基础02班,2022202310000002002,思政课,3,,101,1-16周,2,陆杰峰,星期五 第9节-第11节 1-16周 仙Ⅱ-403,3.0,马克思主义学院,是,理论类课程,周五,2022-2023-1,,2022202310000002002,"2020电子科学与工程学院电子信息科学与技术,2020电子科学与工程学院集成电路设计与集成系统,2020电子科学与工程学院微电子科学与工程,2020电子科学与工程学院通信工程",0,仙林校区,2022-2023学年 第1学期,02,仙Ⅱ-403,0.0,否,,1,48,00,0,1,思想道德修养与法律基础,12,第9节-第11节,仙II区,00000020
48.0,400290,毛泽东思想和中国特色社会主义理论体系概论（理论部分）01班,20222023100000030A01,思政课,3,,153,1-16周,2,李洪波,星期一 第9节-第11节 1-16周 逸A-117,3.0,马克思主义学院,是,理论类课程,周一,2022-2023-1,,20222023100000030A01,"2020计算机学院计算机（计算机与金融工程方向）,2020计算机学院计算机科学与技术（拔尖计划）,2020计算机学院计算机科学与技术,2020计算机学院信息与计算科学（强基计划）",0,仙林校区,2022-2023学年 第1学期,01,逸A-117,0.0,否,,1,48,00,0,1,毛泽东思想和中国特色社会主义理论体系概论（理论部分）,15,第9节-第11节,逸夫楼A区,00000030A
48.0,400290,毛泽东思想和中国特色社会主义理论体系概论（理论部分）02班,20222023100000030A02,思政课,3,,148,1-16周,2,李洪波,星期二 第9节-第11节 1-16周 逸B-101,3.0,马克思主义学院,是,理论类课程,周二,2022-2023-1,,20222023100000030A02,"2020计算机学院计算机（计算机与金融工程方向）,2020计算机学院计算机科学与技术（拔尖计划）,2020计算机学院计算机科学与技术,2020计算机学院信息与计算科学（强基计划）",0,仙林校区,2022-2023学年 第1学期,02,逸B-101,0.0,否,,1,48,00,0,1,毛泽东思想和中国特色社会主义理论体系概论（理论部分）,16,第9节-第11节,逸夫楼B区,00000030A
48.0,400290,毛泽东思想和中国特色社会主义理论体系概论（理论部分）03班,20222023100000030A03,思政课,3,,84,1-16周,0,沈伯平,星期三 第9节-第11节 1-16周 仙Ⅱ-306,3.0,马克思主义学院,是,理论类课程,周三,2022-2023-1,,20222023100000030A03,"2020商学院经济学（产业经济方向）,2020商学院国际经济与贸易,2020商学院经济学",0,仙林校区,2022-2023学年 第1学期,03,仙Ⅱ-306,0.0,否,,1,48,00,0,1,毛泽东思想和中国特色社会主义理论体系概论（理论部分）,12,第9节-第11节,仙II区,00000030A
48.0,400290,毛泽东思想和中国特色社会主义理论体系概论（理论部分）04班,20222023100000030A04,思政课,3,,42,1-16周,0,沈伯平,星期三 第2节-第4节 1-16周 仙Ⅱ-311,3.0,马克思主义学院,是,理论类课程,周三,2022-2023-1,,20222023100000030A04,"2020商学院金融学,2020商学院金融工程,2020商学院保险学",0,仙林校区,2022-2023学年 第1学期,04,仙Ⅱ-311,0.0,否,,1,48,00,0,1,毛泽东思想和中国特色社会主义理论体系概论（理论部分）,12,第2节-第4节,仙II区,00000030A
48.0,400290,毛泽东思想和中国特色社会主义理论体系概论（理论部分）05班,20222023100000030A05,思政课,3,,74,1-16周,2,丁蕖,星期三 第2节-第4节 1-16周 逸B-410,3.0,马克思主义学院,是,理论类课程,周三,2022-2023-1,,20222023100000030A05,"2020工程管理学院自动化,2020工程管理学院金融工程,2020工程管理学院工业工程",0,仙林校区,2022-2023学年 第1学期,05,逸B-410,0.0,否,,1,48,00,0,1,毛泽东思想和中国特色社会主义理论体系概论（理论部分）,16,第2节-第4节,逸夫楼B区,00000030A
48.0,400290,毛泽东思想和中国特色社会主义理论体系概论（理论部分）06班,20222023100000030A06,思政课,3,,94,1-16周,2,丁蕖,星期三 第9节-第11节 1-16周 逸B-410,3.0,马克思主义学院,是,理论类课程,周三,2022-2023-1,,20222023100000030A06,"2020政府管理学院政治学与行政学,2020国际关系学院国际政治,2020政府管理学院行政管理（运动员班）,2020政府管理学院劳动与社会保障,2020政府管理学院行政管理",0,仙林校区,2022-2023学年 第1学期,06,逸B-410,0.0,否,,1,48,00,0,1,毛泽东思想和中国特色社会主义理论体系概论（理论部分）,16,第9节-第11节,逸夫楼B区,00000030A
48.0,400290,毛泽东思想和中国特色社会主义理论体系概论（理论部分）07班,20222023100000030A07,思政课,3,,110,1-16周,2,丁蕖,星期二 第9节-第11节 1-16周 逸B-313,3.0,马克思主义学院,是,理论类课程,周二,2022-2023-1,,20222023100000030A07,2020匡亚明学院理科强化班,0,仙林校区,2022-2023学年 第1学期,07,逸B-313,0.0,否,,1,48,00,0,1,毛泽东思想和中国特色社会主义理论体系概论（理论部分）,16,第9节-第11节,逸夫楼B区,00000030A
